dimension,train,test,scaling,pca_comp,whiten,model,metric,score,date
categorical,pmdeamo,dixon,robust,10,True,SVRpol,accuracy,0.34,2019-12-10_14-33-04
categorical,pmdeamo,dixon,robust,10,True,SVRlin,accuracy,0.34,2019-12-10_14-33-04
categorical,bal_pmdeamo,dixon,robust,10,True,Dummy,accuracy,0.26,2019-12-10_14-33-04
categorical,bal_pmdeamo,dixon,robust,10,True,Ridge,accuracy,0.34,2019-12-10_14-33-04
categorical,bal_pmdeamo,dixon,robust,10,True,SVRrbf,accuracy,0.32,2019-12-10_14-33-04
categorical,bal_pmdeamo,dixon,robust,10,True,SVRpol,accuracy,0.34,2019-12-10_14-33-04
categorical,bal_pmdeamo,dixon,robust,10,True,SVRlin,accuracy,0.34,2019-12-10_14-33-04
valence,pmemo,deam,robust,25,True,Dummy,rmse,0.183,2019-12-10_14-33-04
valence,pmemo,deam,robust,25,True,Dummy,r2,-0.56,2019-12-10_14-33-04
arousal,pmemo,deam,robust,25,True,Dummy,rmse,0.218,2019-12-10_14-33-04
arousal,pmemo,deam,robust,25,True,Dummy,r2,-0.83,2019-12-10_14-33-04
valence,pmemo,deam,robust,25,True,Ridge,rmse,0.138,2019-12-10_14-33-04
valence,pmemo,deam,robust,25,True,Ridge,r2,0.11,2019-12-10_14-33-04
arousal,pmemo,deam,robust,25,True,Ridge,rmse,0.15,2019-12-10_14-33-04
arousal,pmemo,deam,robust,25,True,Ridge,r2,0.13,2019-12-10_14-33-04
valence,pmemo,deam,robust,25,True,SVRrbf,rmse,0.125,2019-12-10_14-33-04
valence,pmemo,deam,robust,25,True,SVRrbf,r2,0.27,2019-12-10_14-33-04
arousal,pmemo,deam,robust,25,True,SVRrbf,rmse,0.162,2019-12-10_14-33-04
arousal,pmemo,deam,robust,25,True,SVRrbf,r2,-0.01,2019-12-10_14-33-04
valence,pmemo,deam,robust,25,True,SVRpol,rmse,0.143,2019-12-10_14-33-04
valence,pmemo,deam,robust,25,True,SVRpol,r2,0.05,2019-12-10_14-33-04
arousal,pmemo,deam,robust,25,True,SVRpol,rmse,0.148,2019-12-10_14-33-04
arousal,pmemo,deam,robust,25,True,SVRpol,r2,0.15,2019-12-10_14-33-04
valence,pmemo,deam,robust,25,True,SVRlin,rmse,0.144,2019-12-10_14-33-04
valence,pmemo,deam,robust,25,True,SVRlin,r2,0.04,2019-12-10_14-33-04
arousal,pmemo,deam,robust,25,True,SVRlin,rmse,0.149,2019-12-10_14-33-04
arousal,pmemo,deam,robust,25,True,SVRlin,r2,0.14,2019-12-10_14-33-04
valence,deam,pmemo,robust,25,True,Dummy,rmse,0.195,2019-12-10_14-33-04
valence,deam,pmemo,robust,25,True,Dummy,r2,-0.46,2019-12-10_14-33-04
arousal,deam,pmemo,robust,25,True,Dummy,rmse,0.235,2019-12-10_14-33-04
arousal,deam,pmemo,robust,25,True,Dummy,r2,-0.63,2019-12-10_14-33-04
valence,deam,pmemo,robust,25,True,Ridge,rmse,0.168,2019-12-10_14-33-04
valence,deam,pmemo,robust,25,True,Ridge,r2,-0.08,2019-12-10_14-33-04
arousal,deam,pmemo,robust,25,True,Ridge,rmse,0.158,2019-12-10_14-33-04
arousal,deam,pmemo,robust,25,True,Ridge,r2,0.26,2019-12-10_14-33-04
valence,deam,pmemo,robust,25,True,SVRrbf,rmse,0.145,2019-12-10_14-33-04
valence,deam,pmemo,robust,25,True,SVRrbf,r2,0.2,2019-12-10_14-33-04
arousal,deam,pmemo,robust,25,True,SVRrbf,rmse,0.203,2019-12-10_14-33-04
arousal,deam,pmemo,robust,25,True,SVRrbf,r2,-0.22,2019-12-10_14-33-04
valence,deam,pmemo,robust,25,True,SVRpol,rmse,0.182,2019-12-10_14-33-04
valence,deam,pmemo,robust,25,True,SVRpol,r2,-0.27,2019-12-10_14-33-04
arousal,deam,pmemo,robust,25,True,SVRpol,rmse,0.158,2019-12-10_14-33-04
arousal,deam,pmemo,robust,25,True,SVRpol,r2,0.26,2019-12-10_14-33-04
valence,deam,pmemo,robust,25,True,SVRlin,rmse,0.182,2019-12-10_14-33-04
valence,deam,pmemo,robust,25,True,SVRlin,r2,-0.27,2019-12-10_14-33-04
arousal,deam,pmemo,robust,25,True,SVRlin,rmse,0.158,2019-12-10_14-33-04
arousal,deam,pmemo,robust,25,True,SVRlin,r2,0.26,2019-12-10_14-33-04
valence,pmemo,minideam,robust,25,True,Dummy,rmse,0.183,2019-12-10_14-33-04
valence,pmemo,minideam,robust,25,True,Dummy,r2,-0.56,2019-12-10_14-33-04
arousal,pmemo,minideam,robust,25,True,Dummy,rmse,0.22,2019-12-10_14-33-04
arousal,pmemo,minideam,robust,25,True,Dummy,r2,-0.84,2019-12-10_14-33-04
valence,pmemo,minideam,robust,25,True,Ridge,rmse,0.141,2019-12-10_14-33-04
valence,pmemo,minideam,robust,25,True,Ridge,r2,0.07,2019-12-10_14-33-04
arousal,pmemo,minideam,robust,25,True,Ridge,rmse,0.16,2019-12-10_14-33-04
arousal,pmemo,minideam,robust,25,True,Ridge,r2,0.03,2019-12-10_14-33-04
valence,pmemo,minideam,robust,25,True,SVRrbf,rmse,0.123,2019-12-10_14-33-04
valence,pmemo,minideam,robust,25,True,SVRrbf,r2,0.29,2019-12-10_14-33-04
arousal,pmemo,minideam,robust,25,True,SVRrbf,rmse,0.168,2019-12-10_14-33-04
arousal,pmemo,minideam,robust,25,True,SVRrbf,r2,-0.07,2019-12-10_14-33-04
valence,pmemo,minideam,robust,25,True,SVRpol,rmse,0.145,2019-12-10_14-33-04
valence,pmemo,minideam,robust,25,True,SVRpol,r2,0.01,2019-12-10_14-33-04
arousal,pmemo,minideam,robust,25,True,SVRpol,rmse,0.159,2019-12-10_14-33-04
arousal,pmemo,minideam,robust,25,True,SVRpol,r2,0.04,2019-12-10_14-33-04
valence,pmemo,minideam,robust,25,True,SVRlin,rmse,0.146,2019-12-10_14-33-04
valence,pmemo,minideam,robust,25,True,SVRlin,r2,0.01,2019-12-10_14-33-04
arousal,pmemo,minideam,robust,25,True,SVRlin,rmse,0.159,2019-12-10_14-33-04
arousal,pmemo,minideam,robust,25,True,SVRlin,r2,0.03,2019-12-10_14-33-04
valence,minideam,pmemo,robust,25,True,Dummy,rmse,0.195,2019-12-10_14-33-04
valence,minideam,pmemo,robust,25,True,Dummy,r2,-0.46,2019-12-10_14-33-04
arousal,minideam,pmemo,robust,25,True,Dummy,rmse,0.236,2019-12-10_14-33-04
arousal,minideam,pmemo,robust,25,True,Dummy,r2,-0.65,2019-12-10_14-33-04
valence,minideam,pmemo,robust,25,True,Ridge,rmse,0.16,2019-12-10_14-33-04
valence,minideam,pmemo,robust,25,True,Ridge,r2,0.02,2019-12-10_14-33-04
arousal,minideam,pmemo,robust,25,True,Ridge,rmse,0.181,2019-12-10_14-33-04
arousal,minideam,pmemo,robust,25,True,Ridge,r2,0.03,2019-12-10_14-33-04
valence,minideam,pmemo,robust,25,True,SVRrbf,rmse,0.159,2019-12-10_14-33-04
valence,minideam,pmemo,robust,25,True,SVRrbf,r2,0.03,2019-12-10_14-33-04
arousal,minideam,pmemo,robust,25,True,SVRrbf,rmse,0.222,2019-12-10_14-33-04
arousal,minideam,pmemo,robust,25,True,SVRrbf,r2,-0.46,2019-12-10_14-33-04
valence,minideam,pmemo,robust,25,True,SVRpol,rmse,0.173,2019-12-10_14-33-04
valence,minideam,pmemo,robust,25,True,SVRpol,r2,-0.14,2019-12-10_14-33-04
arousal,minideam,pmemo,robust,25,True,SVRpol,rmse,0.166,2019-12-10_14-33-04
arousal,minideam,pmemo,robust,25,True,SVRpol,r2,0.18,2019-12-10_14-33-04
valence,minideam,pmemo,robust,25,True,SVRlin,rmse,0.176,2019-12-10_14-33-04
valence,minideam,pmemo,robust,25,True,SVRlin,r2,-0.18,2019-12-10_14-33-04
arousal,minideam,pmemo,robust,25,True,SVRlin,rmse,0.165,2019-12-10_14-33-04
arousal,minideam,pmemo,robust,25,True,SVRlin,r2,0.2,2019-12-10_14-33-04
valence,bal_pmemo,deam,robust,25,True,Dummy,rmse,0.149,2019-12-10_14-33-04
valence,bal_pmemo,deam,robust,25,True,Dummy,r2,-0.03,2019-12-10_14-33-04
arousal,bal_pmemo,deam,robust,25,True,Dummy,rmse,0.165,2019-12-10_14-33-04
arousal,bal_pmemo,deam,robust,25,True,Dummy,r2,-0.05,2019-12-10_14-33-04
valence,bal_pmemo,deam,robust,25,True,Ridge,rmse,0.15,2019-12-10_14-33-04
valence,bal_pmemo,deam,robust,25,True,Ridge,r2,-0.05,2019-12-10_14-33-04
arousal,bal_pmemo,deam,robust,25,True,Ridge,rmse,0.176,2019-12-10_14-33-04
arousal,bal_pmemo,deam,robust,25,True,Ridge,r2,-0.2,2019-12-10_14-33-04
valence,bal_pmemo,deam,robust,25,True,SVRrbf,rmse,0.142,2019-12-10_14-33-04
valence,bal_pmemo,deam,robust,25,True,SVRrbf,r2,0.06,2019-12-10_14-33-04
arousal,bal_pmemo,deam,robust,25,True,SVRrbf,rmse,0.168,2019-12-10_14-33-04
arousal,bal_pmemo,deam,robust,25,True,SVRrbf,r2,-0.09,2019-12-10_14-33-04
valence,bal_pmemo,deam,robust,25,True,SVRpol,rmse,0.153,2019-12-10_14-33-04
valence,bal_pmemo,deam,robust,25,True,SVRpol,r2,-0.08,2019-12-10_14-33-04
arousal,bal_pmemo,deam,robust,25,True,SVRpol,rmse,0.183,2019-12-10_14-33-04
arousal,bal_pmemo,deam,robust,25,True,SVRpol,r2,-0.3,2019-12-10_14-33-04
valence,bal_pmemo,deam,robust,25,True,SVRlin,rmse,0.154,2019-12-10_14-33-04
valence,bal_pmemo,deam,robust,25,True,SVRlin,r2,-0.1,2019-12-10_14-33-04
arousal,bal_pmemo,deam,robust,25,True,SVRlin,rmse,0.186,2019-12-10_14-33-04
arousal,bal_pmemo,deam,robust,25,True,SVRlin,r2,-0.34,2019-12-10_14-33-04
valence,bal_deam,pmemo,robust,25,True,Dummy,rmse,0.189,2019-12-10_14-33-04
valence,bal_deam,pmemo,robust,25,True,Dummy,r2,-0.37,2019-12-10_14-33-04
arousal,bal_deam,pmemo,robust,25,True,Dummy,rmse,0.228,2019-12-10_14-33-04
arousal,bal_deam,pmemo,robust,25,True,Dummy,r2,-0.54,2019-12-10_14-33-04
valence,bal_deam,pmemo,robust,25,True,Ridge,rmse,0.162,2019-12-10_14-33-04
valence,bal_deam,pmemo,robust,25,True,Ridge,r2,-0.01,2019-12-10_14-33-04
arousal,bal_deam,pmemo,robust,25,True,Ridge,rmse,0.182,2019-12-10_14-33-04
arousal,bal_deam,pmemo,robust,25,True,Ridge,r2,0.02,2019-12-10_14-33-04
valence,bal_deam,pmemo,robust,25,True,SVRrbf,rmse,0.139,2019-12-10_14-33-04
valence,bal_deam,pmemo,robust,25,True,SVRrbf,r2,0.26,2019-12-10_14-33-04
arousal,bal_deam,pmemo,robust,25,True,SVRrbf,rmse,0.226,2019-12-10_14-33-04
arousal,bal_deam,pmemo,robust,25,True,SVRrbf,r2,-0.51,2019-12-10_14-33-04
valence,bal_deam,pmemo,robust,25,True,SVRpol,rmse,0.176,2019-12-10_14-33-04
valence,bal_deam,pmemo,robust,25,True,SVRpol,r2,-0.18,2019-12-10_14-33-04
arousal,bal_deam,pmemo,robust,25,True,SVRpol,rmse,0.178,2019-12-10_14-33-04
arousal,bal_deam,pmemo,robust,25,True,SVRpol,r2,0.06,2019-12-10_14-33-04
valence,bal_deam,pmemo,robust,25,True,SVRlin,rmse,0.176,2019-12-10_14-33-04
valence,bal_deam,pmemo,robust,25,True,SVRlin,r2,-0.18,2019-12-10_14-33-04
arousal,bal_deam,pmemo,robust,25,True,SVRlin,rmse,0.178,2019-12-10_14-33-04
arousal,bal_deam,pmemo,robust,25,True,SVRlin,r2,0.06,2019-12-10_14-33-04
categorical,pmemo,dixon,robust,25,True,Dummy,accuracy,0.26,2019-12-10_14-33-04
categorical,pmemo,dixon,robust,25,True,Ridge,accuracy,0.38,2019-12-10_14-33-04
categorical,pmemo,dixon,robust,25,True,SVRrbf,accuracy,0.36,2019-12-10_14-33-04
categorical,pmemo,dixon,robust,25,True,SVRpol,accuracy,0.38,2019-12-10_14-33-04
categorical,pmemo,dixon,robust,25,True,SVRlin,accuracy,0.38,2019-12-10_14-33-04
categorical,deam,dixon,robust,25,True,Dummy,accuracy,0.26,2019-12-10_14-33-04
categorical,deam,dixon,robust,25,True,Ridge,accuracy,0.33,2019-12-10_14-33-04
categorical,deam,dixon,robust,25,True,SVRrbf,accuracy,0.28,2019-12-10_14-33-04
categorical,deam,dixon,robust,25,True,SVRpol,accuracy,0.33,2019-12-10_14-33-04
categorical,deam,dixon,robust,25,True,SVRlin,accuracy,0.33,2019-12-10_14-33-04
categorical,bal_pmemo,dixon,robust,25,True,Dummy,accuracy,0.26,2019-12-10_14-33-04
categorical,bal_pmemo,dixon,robust,25,True,Ridge,accuracy,0.36,2019-12-10_14-33-04
categorical,bal_pmemo,dixon,robust,25,True,SVRrbf,accuracy,0.35,2019-12-10_14-33-04
categorical,bal_pmemo,dixon,robust,25,True,SVRpol,accuracy,0.34,2019-12-10_14-33-04
categorical,bal_pmemo,dixon,robust,25,True,SVRlin,accuracy,0.34,2019-12-10_14-33-04
categorical,bal_deam,dixon,robust,25,True,Dummy,accuracy,0.26,2019-12-10_14-33-04
categorical,bal_deam,dixon,robust,25,True,Ridge,accuracy,0.31,2019-12-10_14-33-04
categorical,bal_deam,dixon,robust,25,True,SVRrbf,accuracy,0.25,2019-12-10_14-33-04
categorical,bal_deam,dixon,robust,25,True,SVRpol,accuracy,0.3,2019-12-10_14-33-04
categorical,bal_deam,dixon,robust,25,True,SVRlin,accuracy,0.3,2019-12-10_14-33-04
categorical,pmdeamo,dixon,robust,25,True,Dummy,accuracy,0.26,2019-12-10_14-33-04
categorical,pmdeamo,dixon,robust,25,True,Ridge,accuracy,0.37,2019-12-10_14-33-04
categorical,pmdeamo,dixon,robust,25,True,SVRrbf,accuracy,0.35,2019-12-10_14-33-04
categorical,pmdeamo,dixon,robust,25,True,SVRpol,accuracy,0.37,2019-12-10_14-33-04
categorical,pmdeamo,dixon,robust,25,True,SVRlin,accuracy,0.37,2019-12-10_14-33-04
categorical,bal_pmdeamo,dixon,robust,25,True,Dummy,accuracy,0.26,2019-12-10_14-33-04
categorical,bal_pmdeamo,dixon,robust,25,True,Ridge,accuracy,0.35,2019-12-10_14-33-04
categorical,bal_pmdeamo,dixon,robust,25,True,SVRrbf,accuracy,0.34,2019-12-10_14-33-04
categorical,bal_pmdeamo,dixon,robust,25,True,SVRpol,accuracy,0.36,2019-12-10_14-33-04
categorical,bal_pmdeamo,dixon,robust,25,True,SVRlin,accuracy,0.36,2019-12-10_14-33-04
valence,pmemo,deam,robust,50,True,Dummy,rmse,0.183,2019-12-10_14-33-04
valence,pmemo,deam,robust,50,True,Dummy,r2,-0.56,2019-12-10_14-33-04
arousal,pmemo,deam,robust,50,True,Dummy,rmse,0.218,2019-12-10_14-33-04
arousal,pmemo,deam,robust,50,True,Dummy,r2,-0.83,2019-12-10_14-33-04
valence,pmemo,deam,robust,50,True,Ridge,rmse,0.124,2019-12-10_14-33-04
valence,pmemo,deam,robust,50,True,Ridge,r2,0.29,2019-12-10_14-33-04
arousal,pmemo,deam,robust,50,True,Ridge,rmse,0.151,2019-12-10_14-33-04
arousal,pmemo,deam,robust,50,True,Ridge,r2,0.12,2019-12-10_14-33-04
valence,pmemo,deam,robust,50,True,SVRrbf,rmse,0.127,2019-12-10_14-33-04
valence,pmemo,deam,robust,50,True,SVRrbf,r2,0.25,2019-12-10_14-33-04
arousal,pmemo,deam,robust,50,True,SVRrbf,rmse,0.147,2019-12-10_14-33-04
arousal,pmemo,deam,robust,50,True,SVRrbf,r2,0.16,2019-12-10_14-33-04
valence,pmemo,deam,robust,50,True,SVRpol,rmse,0.126,2019-12-10_14-33-04
valence,pmemo,deam,robust,50,True,SVRpol,r2,0.26,2019-12-10_14-33-04
arousal,pmemo,deam,robust,50,True,SVRpol,rmse,0.151,2019-12-10_14-33-04
arousal,pmemo,deam,robust,50,True,SVRpol,r2,0.12,2019-12-10_14-33-04
valence,pmemo,deam,robust,50,True,SVRlin,rmse,0.125,2019-12-10_14-33-04
valence,pmemo,deam,robust,50,True,SVRlin,r2,0.28,2019-12-10_14-33-04
arousal,pmemo,deam,robust,50,True,SVRlin,rmse,0.153,2019-12-10_14-33-04
arousal,pmemo,deam,robust,50,True,SVRlin,r2,0.1,2019-12-10_14-33-04
valence,deam,pmemo,robust,50,True,Dummy,rmse,0.195,2019-12-10_14-33-04
valence,deam,pmemo,robust,50,True,Dummy,r2,-0.46,2019-12-10_14-33-04
arousal,deam,pmemo,robust,50,True,Dummy,rmse,0.235,2019-12-10_14-33-04
arousal,deam,pmemo,robust,50,True,Dummy,r2,-0.63,2019-12-10_14-33-04
valence,deam,pmemo,robust,50,True,Ridge,rmse,0.161,2019-12-10_14-33-04
valence,deam,pmemo,robust,50,True,Ridge,r2,0,2019-12-10_14-33-04
arousal,deam,pmemo,robust,50,True,Ridge,rmse,0.17,2019-12-10_14-33-04
arousal,deam,pmemo,robust,50,True,Ridge,r2,0.14,2019-12-10_14-33-04
valence,deam,pmemo,robust,50,True,SVRrbf,rmse,0.145,2019-12-10_14-33-04
valence,deam,pmemo,robust,50,True,SVRrbf,r2,0.2,2019-12-10_14-33-04
arousal,deam,pmemo,robust,50,True,SVRrbf,rmse,0.201,2019-12-10_14-33-04
arousal,deam,pmemo,robust,50,True,SVRrbf,r2,-0.2,2019-12-10_14-33-04
valence,deam,pmemo,robust,50,True,SVRpol,rmse,0.157,2019-12-10_14-33-04
valence,deam,pmemo,robust,50,True,SVRpol,r2,0.06,2019-12-10_14-33-04
arousal,deam,pmemo,robust,50,True,SVRpol,rmse,0.156,2019-12-10_14-33-04
arousal,deam,pmemo,robust,50,True,SVRpol,r2,0.28,2019-12-10_14-33-04
valence,deam,pmemo,robust,50,True,SVRlin,rmse,0.16,2019-12-10_14-33-04
valence,deam,pmemo,robust,50,True,SVRlin,r2,0.02,2019-12-10_14-33-04
arousal,deam,pmemo,robust,50,True,SVRlin,rmse,0.163,2019-12-10_14-33-04
arousal,deam,pmemo,robust,50,True,SVRlin,r2,0.22,2019-12-10_14-33-04
valence,pmemo,minideam,robust,50,True,Dummy,rmse,0.183,2019-12-10_14-33-04
valence,pmemo,minideam,robust,50,True,Dummy,r2,-0.56,2019-12-10_14-33-04
arousal,pmemo,minideam,robust,50,True,Dummy,rmse,0.22,2019-12-10_14-33-04
arousal,pmemo,minideam,robust,50,True,Dummy,r2,-0.84,2019-12-10_14-33-04
valence,pmemo,minideam,robust,50,True,Ridge,rmse,0.122,2019-12-10_14-33-04
valence,pmemo,minideam,robust,50,True,Ridge,r2,0.3,2019-12-10_14-33-04
arousal,pmemo,minideam,robust,50,True,Ridge,rmse,0.162,2019-12-10_14-33-04
arousal,pmemo,minideam,robust,50,True,Ridge,r2,0,2019-12-10_14-33-04
valence,pmemo,minideam,robust,50,True,SVRrbf,rmse,0.124,2019-12-10_14-33-04
valence,pmemo,minideam,robust,50,True,SVRrbf,r2,0.28,2019-12-10_14-33-04
arousal,pmemo,minideam,robust,50,True,SVRrbf,rmse,0.152,2019-12-10_14-33-04
arousal,pmemo,minideam,robust,50,True,SVRrbf,r2,0.12,2019-12-10_14-33-04
valence,pmemo,minideam,robust,50,True,SVRpol,rmse,0.122,2019-12-10_14-33-04
valence,pmemo,minideam,robust,50,True,SVRpol,r2,0.3,2019-12-10_14-33-04
arousal,pmemo,minideam,robust,50,True,SVRpol,rmse,0.162,2019-12-10_14-33-04
arousal,pmemo,minideam,robust,50,True,SVRpol,r2,0,2019-12-10_14-33-04
valence,pmemo,minideam,robust,50,True,SVRlin,rmse,0.12,2019-12-10_14-33-04
valence,pmemo,minideam,robust,50,True,SVRlin,r2,0.33,2019-12-10_14-33-04
arousal,pmemo,minideam,robust,50,True,SVRlin,rmse,0.163,2019-12-10_14-33-04
arousal,pmemo,minideam,robust,50,True,SVRlin,r2,-0.02,2019-12-10_14-33-04
valence,minideam,pmemo,robust,50,True,Dummy,rmse,0.195,2019-12-10_14-33-04
valence,minideam,pmemo,robust,50,True,Dummy,r2,-0.46,2019-12-10_14-33-04
arousal,minideam,pmemo,robust,50,True,Dummy,rmse,0.236,2019-12-10_14-33-04
arousal,minideam,pmemo,robust,50,True,Dummy,r2,-0.65,2019-12-10_14-33-04
valence,minideam,pmemo,robust,50,True,Ridge,rmse,0.181,2019-12-10_14-33-04
valence,minideam,pmemo,robust,50,True,Ridge,r2,-0.26,2019-12-10_14-33-04
arousal,minideam,pmemo,robust,50,True,Ridge,rmse,0.19,2019-12-10_14-33-04
arousal,minideam,pmemo,robust,50,True,Ridge,r2,-0.07,2019-12-10_14-33-04
valence,minideam,pmemo,robust,50,True,SVRrbf,rmse,0.166,2019-12-10_14-33-04
valence,minideam,pmemo,robust,50,True,SVRrbf,r2,-0.05,2019-12-10_14-33-04
arousal,minideam,pmemo,robust,50,True,SVRrbf,rmse,0.213,2019-12-10_14-33-04
arousal,minideam,pmemo,robust,50,True,SVRrbf,r2,-0.34,2019-12-10_14-33-04
valence,minideam,pmemo,robust,50,True,SVRpol,rmse,0.175,2019-12-10_14-33-04
valence,minideam,pmemo,robust,50,True,SVRpol,r2,-0.17,2019-12-10_14-33-04
arousal,minideam,pmemo,robust,50,True,SVRpol,rmse,0.18,2019-12-10_14-33-04
arousal,minideam,pmemo,robust,50,True,SVRpol,r2,0.05,2019-12-10_14-33-04
valence,minideam,pmemo,robust,50,True,SVRlin,rmse,0.182,2019-12-10_14-33-04
valence,minideam,pmemo,robust,50,True,SVRlin,r2,-0.27,2019-12-10_14-33-04
arousal,minideam,pmemo,robust,50,True,SVRlin,rmse,0.196,2019-12-10_14-33-04
arousal,minideam,pmemo,robust,50,True,SVRlin,r2,-0.13,2019-12-10_14-33-04
valence,bal_pmemo,deam,robust,50,True,Dummy,rmse,0.149,2019-12-10_14-33-04
valence,bal_pmemo,deam,robust,50,True,Dummy,r2,-0.03,2019-12-10_14-33-04
arousal,bal_pmemo,deam,robust,50,True,Dummy,rmse,0.165,2019-12-10_14-33-04
arousal,bal_pmemo,deam,robust,50,True,Dummy,r2,-0.05,2019-12-10_14-33-04
valence,bal_pmemo,deam,robust,50,True,Ridge,rmse,0.142,2019-12-10_14-33-04
valence,bal_pmemo,deam,robust,50,True,Ridge,r2,0.06,2019-12-10_14-33-04
arousal,bal_pmemo,deam,robust,50,True,Ridge,rmse,0.183,2019-12-10_14-33-04
arousal,bal_pmemo,deam,robust,50,True,Ridge,r2,-0.29,2019-12-10_14-33-04
valence,bal_pmemo,deam,robust,50,True,SVRrbf,rmse,0.137,2019-12-10_14-33-04
valence,bal_pmemo,deam,robust,50,True,SVRrbf,r2,0.12,2019-12-10_14-33-04
arousal,bal_pmemo,deam,robust,50,True,SVRrbf,rmse,0.167,2019-12-10_14-33-04
arousal,bal_pmemo,deam,robust,50,True,SVRrbf,r2,-0.07,2019-12-10_14-33-04
valence,bal_pmemo,deam,robust,50,True,SVRpol,rmse,0.147,2019-12-10_14-33-04
valence,bal_pmemo,deam,robust,50,True,SVRpol,r2,-0.01,2019-12-10_14-33-04
arousal,bal_pmemo,deam,robust,50,True,SVRpol,rmse,0.183,2019-12-10_14-33-04
arousal,bal_pmemo,deam,robust,50,True,SVRpol,r2,-0.29,2019-12-10_14-33-04
valence,bal_pmemo,deam,robust,50,True,SVRlin,rmse,0.143,2019-12-10_14-33-04
valence,bal_pmemo,deam,robust,50,True,SVRlin,r2,0.05,2019-12-10_14-33-04
arousal,bal_pmemo,deam,robust,50,True,SVRlin,rmse,0.187,2019-12-10_14-33-04
arousal,bal_pmemo,deam,robust,50,True,SVRlin,r2,-0.35,2019-12-10_14-33-04
valence,bal_deam,pmemo,robust,50,True,Dummy,rmse,0.189,2019-12-10_14-33-04
valence,bal_deam,pmemo,robust,50,True,Dummy,r2,-0.37,2019-12-10_14-33-04
arousal,bal_deam,pmemo,robust,50,True,Dummy,rmse,0.228,2019-12-10_14-33-04
arousal,bal_deam,pmemo,robust,50,True,Dummy,r2,-0.54,2019-12-10_14-33-04
valence,bal_deam,pmemo,robust,50,True,Ridge,rmse,0.169,2019-12-10_14-33-04
valence,bal_deam,pmemo,robust,50,True,Ridge,r2,-0.09,2019-12-10_14-33-04
arousal,bal_deam,pmemo,robust,50,True,Ridge,rmse,0.202,2019-12-10_14-33-04
arousal,bal_deam,pmemo,robust,50,True,Ridge,r2,-0.21,2019-12-10_14-33-04
valence,bal_deam,pmemo,robust,50,True,SVRrbf,rmse,0.149,2019-12-10_14-33-04
valence,bal_deam,pmemo,robust,50,True,SVRrbf,r2,0.15,2019-12-10_14-33-04
arousal,bal_deam,pmemo,robust,50,True,SVRrbf,rmse,0.234,2019-12-10_14-33-04
arousal,bal_deam,pmemo,robust,50,True,SVRrbf,r2,-0.61,2019-12-10_14-33-04
valence,bal_deam,pmemo,robust,50,True,SVRpol,rmse,0.16,2019-12-10_14-33-04
valence,bal_deam,pmemo,robust,50,True,SVRpol,r2,0.02,2019-12-10_14-33-04
arousal,bal_deam,pmemo,robust,50,True,SVRpol,rmse,0.192,2019-12-10_14-33-04
arousal,bal_deam,pmemo,robust,50,True,SVRpol,r2,-0.09,2019-12-10_14-33-04
valence,bal_deam,pmemo,robust,50,True,SVRlin,rmse,0.164,2019-12-10_14-33-04
valence,bal_deam,pmemo,robust,50,True,SVRlin,r2,-0.03,2019-12-10_14-33-04
arousal,bal_deam,pmemo,robust,50,True,SVRlin,rmse,0.205,2019-12-10_14-33-04
arousal,bal_deam,pmemo,robust,50,True,SVRlin,r2,-0.24,2019-12-10_14-33-04
categorical,pmemo,dixon,robust,50,True,Dummy,accuracy,0.26,2019-12-10_14-33-04
categorical,pmemo,dixon,robust,50,True,Ridge,accuracy,0.37,2019-12-10_14-33-04
categorical,pmemo,dixon,robust,50,True,SVRrbf,accuracy,0.36,2019-12-10_14-33-04
categorical,pmemo,dixon,robust,50,True,SVRpol,accuracy,0.37,2019-12-10_14-33-04
categorical,pmemo,dixon,robust,50,True,SVRlin,accuracy,0.37,2019-12-10_14-33-04
categorical,deam,dixon,robust,50,True,Dummy,accuracy,0.26,2019-12-10_14-33-04
categorical,deam,dixon,robust,50,True,Ridge,accuracy,0.36,2019-12-10_14-33-04
categorical,deam,dixon,robust,50,True,SVRrbf,accuracy,0.31,2019-12-10_14-33-04
categorical,deam,dixon,robust,50,True,SVRpol,accuracy,0.37,2019-12-10_14-33-04
categorical,deam,dixon,robust,50,True,SVRlin,accuracy,0.37,2019-12-10_14-33-04
categorical,bal_pmemo,dixon,robust,50,True,Dummy,accuracy,0.26,2019-12-10_14-33-04
categorical,bal_pmemo,dixon,robust,50,True,Ridge,accuracy,0.34,2019-12-10_14-33-04
categorical,bal_pmemo,dixon,robust,50,True,SVRrbf,accuracy,0.35,2019-12-10_14-33-04
categorical,bal_pmemo,dixon,robust,50,True,SVRpol,accuracy,0.35,2019-12-10_14-33-04
categorical,bal_pmemo,dixon,robust,50,True,SVRlin,accuracy,0.36,2019-12-10_14-33-04
categorical,bal_deam,dixon,robust,50,True,Dummy,accuracy,0.26,2019-12-10_14-33-04
categorical,bal_deam,dixon,robust,50,True,Ridge,accuracy,0.34,2019-12-10_14-33-04
categorical,bal_deam,dixon,robust,50,True,SVRrbf,accuracy,0.27,2019-12-10_14-33-04
categorical,bal_deam,dixon,robust,50,True,SVRpol,accuracy,0.35,2019-12-10_14-33-04
categorical,bal_deam,dixon,robust,50,True,SVRlin,accuracy,0.35,2019-12-10_14-33-04
